timestep,shared_packet_count,cross_talk_mean,temporal_feedback,interference_phase_std,collapse_gate,calculus_product
47,23,0.99846695652173911,3.4326873913043477E-07,0.75342119669506247,1,0.974716819929999
48,23,0.99846856521739136,3.3216413043478262E-07,0.702010013281382,1,0.97435742626497968
49,23,0.99846982608695634,2.9720882608695654E-07,0.64491650792315969,1,0.9739843907691712
50,23,0.99847091304347846,2.8634500000000004E-07,0.72657699010642018,1,0.97359712940629028
51,23,0.99847152173913045,3.2912952173913037E-07,0.71037429133111052,1,0.97319596876001835
52,23,0.99847217391304321,3.0161834782608689E-07,0.71014209143408369,1,0.97278111194904326
53,23,0.99847243478260872,2.971585217391304E-07,0.77082736812626074,1,0.97235221474106093
54,23,0.9984722608695652,2.78597E-07,0.7704534663355227,1,0.97190919310440982
55,23,0.99847208695652168,3.2825952173913044E-07,0.770079524501659,1,0.97145236795748513
56,23,0.99847147826086979,2.8529821739130432E-07,0.76970477453741737,1,0.97098134655826818
57,23,0.99847091304347813,2.9625356521739136E-07,0.76933109963125734,1,0.97049705153472654
58,23,0.9984701739130436,3.1358591304347824E-07,0.76895688509390747,1,0.96999940777795446
59,23,0.99846917391304368,3.1613126086956522E-07,0.76858200827811984,1,0.96948742291468482
60,23,0.99846791304347826,2.6861269565217387E-07,0.72844942912763944,1,0.9689616562540323
61,23,0.99846652173913031,3.1354039130434776E-07,0.78974902562899285,1,0.96842287266779115
62,23,0.99846526086956544,2.7668752173913046E-07,0.87756870408850773,1,0.96787116261269934
63,23,0.99846356521739132,2.9307243478260868E-07,0.81955100172847728,1,0.96730560113362452
64,23,0.99846200000000007,2.838181304347826E-07,0.75699770195938487,1,0.96672716753721954
65,23,0.99846008695652178,3.0252830434782612E-07,0.80042018345573029,1,0.96613524684656948
66,23,0.9984580869565215,2.7307882608695655E-07,0.7580745247574594,1,0.96553041978974152
67,23,0.99845621739130441,3.066101739130435E-07,0.75791266466137464,1,0.96491309961748262
68,23,0.99845413043478271,3.068916521739131E-07,0.77191743155093928,1,0.96428305841663
69,23,0.998452,2.584200869565217E-07,0.66953982327952055,1,0.96364015547750814
70,23,0.99844982608695632,3.0999176521739125E-07,0.62684901373523882,1,0.962984924463004
71,23,0.99844739130434756,2.6209960869565223E-07,0.65564264735712541,1,0.96231707617846307
72,23,0.99844508695652145,3.0713947826086957E-07,0.60188133896632312,1,0.96163716042204506
73,23,0.99844300000000019,3.0702582608695658E-07,0.60168714469491957,1,0.96094553664010662
74,23,0.99844052173913067,2.5651913043478264E-07,0.60149148130055263,1,0.960241607154879
75,23,0.99843821739130412,3.1293391304347824E-07,0.60129657282710691,1,0.9595259698134222
76,23,0.998435652173913,2.6154721739130431E-07,0.6011017281421096,1,0.9587982985457616
77,23,0.99843330434782607,3.0853695652173911E-07,0.60090707437368673,1,0.9580596581379196
78,23,0.998430739130435,3.0919021739130426E-07,0.60071218881534494,1,0.95730938453940506
79,23,0.99842834782608725,2.592777391304348E-07,0.6005168052436568,1,0.95654775250737389
80,23,0.99842595652173916,3.1553408695652177E-07,0.635238469012941,1,0.95577543891113514
81,23,0.9984234782608693,2.7047313043478263E-07,0.74911305424320485,1,0.954991568391789
82,23,0.998420913043478,2.7695456521739131E-07,0.8199839813553943,1,0.95419678827778365
83,23,0.9984186521739129,3.0280956521739128E-07,0.76593496638246761,1,0.95339213718437132
84,23,0.998416304347826,2.9336269565217387E-07,0.7614591791298565,1,0.95257629259276688
85,23,0.99841378260869573,2.8606443478260868E-07,0.752059926057511,1,0.9517505009629913
86,23,0.99841134782608676,3.2401613043478254E-07,0.80408704988614732,1,0.95091405603659285
87,23,0.99840908695652186,3.2957630434782604E-07,0.79194181876241776,1,0.95006786500415263
88,23,0.99840691304347839,2.7708991304347826E-07,0.79221936434479256,1,0.94921152593546632
89,23,0.99840452173913052,3.149201739130435E-07,0.84777488861034,1,0.94834578159162441
90,23,0.99840234782608694,3.1141443478260863E-07,0.77038603174279385,1,0.94746983071788982
91,23,0.99840021739130458,2.8650917391304356E-07,0.81403542186696076,1,0.9465845163813702
92,23,0.99839804347826122,2.8303421739130435E-07,0.76366496847189935,1,0.94568999725855274
93,23,0.99839578260869566,3.3878217391304351E-07,0.66279164765003729,1,0.944785971621937
94,23,0.99839386956521747,3.1593334782608706E-07,0.66275957126036533,1,0.94387312264600165
95,23,0.99839186956521719,3.0022639130434785E-07,0.66272965056761435,1,0.94295131392568521
96,23,0.99838999999999989,2.9055265217391297E-07,0.66270132909953472,1,0.94202055552569142
97,23,0.99838813043478236,3.5177456521739129E-07,0.66267676150326138,1,0.94108137735477593
98,23,0.9983861739130433,3.19213652173913E-07,0.662654080424078,1,0.94013324675407173
99,23,0.99838456521739116,3.3537117391304348E-07,0.66263307079698641,1,0.93917741080172512
100,23,0.99838291304347815,3.6230452173913037E-07,0.66261572695854021,1,0.93821285699773727
101,23,0.99838117391304348,3.7542469565217386E-07,0.76515861166521748,1,0.93724012760605735
102,23,0.99837952173913025,3.1442365217391311E-07,0.85278221294699419,1,0.936259623809178
103,23,0.99837799999999965,3.7804304347826089E-07,0.7703921622862302,1,0.935271476547642
104,23,0.99837656521739115,3.49282652173913E-07,0.8468581757117738,1,0.93427524073542
105,23,0.99837504347826067,3.7171734782608705E-07,0.90696493794111721,1,0.93327128617719834
106,23,0.99837373913043481,3.6734999999999991E-07,0.893352638393602,1,0.93226042430154077
107,23,0.99837260869565247,3.941847391304348E-07,0.86281879517341187,1,0.931242268859846
108,23,0.99837130434782584,3.5800791304347816E-07,0.86326318749946684,1,0.9302165079185517
109,23,0.99837021739130416,4.2334886956521737E-07,0.78465571639803444,1,0.92918435421417944
110,23,0.99836921739130458,4.3543069565217382E-07,0.78504425232260155,1,0.9281447515420389
111,23,0.9983680434782608,3.7218434782608692E-07,0.81411737718529775,1,0.92709802907474692
112,23,0.99836708695652188,4.474648695652174E-07,0.72759929118428135,1,0.92604524668693011
113,23,0.998366217391304,3.8233852173913038E-07,0.69782096594525933,1,0.92498563364260455
114,23,0.99836539130434754,4.7378047826086956E-07,0.66560538467098129,1,0.92391951395052163
115,23,0.99836452173913026,4.8711108695652174E-07,0.6657948605521623,1,0.92284739728087983
116,23,0.99836395652173915,4.1148504347826091E-07,0.66598356960689131,1,0.92176898958749653
117,23,0.9983633913043477,5.0171113043478268E-07,0.6661734909324355,1,0.92068454324725124
118,23,0.99836291304347846,4.2899043478260859E-07,0.66636340538889061,1,0.91959404151907842
119,23,0.99836247826086943,5.3474973913043476E-07,0.6665538462936903,1,0.918497849936123
120,23,0.99836213043478284,5.5229500000000006E-07,0.66674416368056488,1,0.91739626669689134
121,23,0.99836195652173887,4.7095582608695654E-07,0.6669360369839259,1,0.9162885626626337
122,23,0.99836169565217381,5.7102360869565228E-07,0.64024923475950912,1,0.91517545694119362
123,23,0.99836156521739139,5.0530039130434783E-07,0.64137196867134094,1,0.91405732434919029
124,23,0.998361739130435,5.36217E-07,0.75070639502488168,1,0.91293356648873569
125,23,0.99836169565217392,6.1037226086956516E-07,0.75089190875145484,1,0.91180486061625476
126,23,0.99836191304347854,6.2116113043478276E-07,0.77021898217618112,1,0.91067133789828658
127,23,0.998362260869565,5.9781404347826088E-07,0.72099782292774073,1,0.90953261272224362
128,23,0.998362434782609,7.04864695652174E-07,0.73762122977514455,1,0.9083889563085541
129,23,0.99836304347826077,7.4573199999999984E-07,0.69053047499172548,1,0.90724063783577058
130,23,0.99836343478260847,6.619685217391305E-07,0.6906329890030134,1,0.906087715746049
131,23,0.99836426086956542,7.7996791304347822E-07,0.76940271425327422,1,0.90493038013401
132,23,0.99836482608695665,8.20625304347826E-07,0.71119195602279006,1,0.90376854135252593
133,23,0.99836552173913018,7.6117178260869581E-07,0.68728577588664053,1,0.9026018348541246
134,23,0.99836630434782592,8.123505217391304E-07,0.73795007033672044,1,0.90143160833424252
135,23,0.9983672173913043,9.8489086956521757E-07,0.73750885276005784,1,0.90025721546503856
136,23,0.99836817391304367,9.8124191304347812E-07,0.73706784367018863,1,0.89907870755534536
137,23,0.99836926086956512,9.9180182608695665E-07,0.7366281497958781,1,0.89789583373004411
138,23,0.99837021739130416,1.0430991304347827E-06,0.73618919699070773,1,0.89670918083329121
139,23,0.99837165217391277,1.3594692608695652E-06,0.73574923436733686,1,0.89551949897227645
140,23,0.99837278260869533,1.3751922173913045E-06,0.73531119925505617,1,0.89432537904530984
141,23,0.99837404347826075,1.4454969130434783E-06,0.73487305559477556,1,0.8931281265601837
142,23,0.99837547826086959,1.6434384782608692E-06,0.71445128689660753,1,0.89192694154564656
143,23,0.99837704347826106,1.9075871304347831E-06,0.72923375881015606,1,0.89072273985819406
144,23,0.99837847826086945,1.8743377826086957E-06,0.90761635684627406,1,0.88951485223417048
145,23,0.998379956521739,4.5213726086956523E-06,0.85464579735755253,1,0.88830588812765154
146,23,0.99838165217391273,1.8341585217391304E-05,0.91700910281193937,1,0.88710382600679272
147,23,0.99838343478260883,0.00012535767565217395,0.86141270949110238,1,0.88598136389209825
148,23,0.99838530434782624,0.00053721247826086951,0.79012432426318679,1,0.88512509363221037
149,23,0.99838700000000014,0.0010582006086956523,0.88064916091045042,1,0.88436147545162092
150,23,0.99838908695652184,0.0013312518260869565,0.8567230103231388,1,0.88337489027261817
151,23,0.99839091304347849,0.00165808152173913,0.7693176049100372,1,0.88243188092249458
152,23,0.99839308695652174,0.0011485108695652173,0.670877607410422,1,0.88074995468270556
153,23,0.99839491304347827,0.00093283704347826087,0.5917217346771998,1,0.87932436018771
154,23,0.998397130434783,0.000334959452173913,0.59178325416699584,1,0.877561646979974
155,23,0.99839917391304345,0.00014887425652173914,0.5918539235572966,1,0.8761592011070567
156,23,0.99840160869565231,3.4026278260869569E-05,0.59193362528127125,1,0.87481657863491435
157,23,0.99840382608695644,1.4686160434782609E-05,0.592022168053843,1,0.873555476486268
158,23,0.99840591304347814,9.0540521739130442E-06,0.5921202174506901,1,0.87230356257726
159,23,0.998408565217391,4.17048556521739E-06,0.59222733564179553,1,0.8710511082985235
